Molecule_name,Bioavailability,ACD_logS_Intrinsic,ACD_LogP,ACD_MW,ACD_PSA,ACD_FRB,ACD_Rule_Of_5,ACD_LogD_3,ACD_LogD_4,Num_H_Donors,Num_H_Acceptors,Num_H_total,Molecular_Volume,Molecular_SurfaceArea,RadOfGyration,ACD_LogD_2**2,ACD_LogD_3**2,ACD_MW**2,canonical_smiles
Nitazoxanide,70,-3.77,1.79,307.28,142.35001,4,0,1.3099999,0.61000001,1,6,7,176.98,285.17999,4.0633616,2.9241002,1.7160999,94421,CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)[N+](=O)[O-]
Nizatidine,70,0.47999999,1.1799999,331.45999,139.55,10,0,0.41,0.97000003,2,7,9,226.03,344.41,4.6006188,0.25,0.1681,109865.73,CN/C(=C\[N+](=O)[O-])/NCCSCc1csc(n1)CN(C)C
Melphalan,71,-2.77,1.8,305.20001,66.559998,9,0,-0.70999998,-0.70999998,2,4,6,201.34,297.67999,3.9646242,0.51840001,0.50409997,93147.047,c1cc(ccc1C[C@H](C(=O)O)N)N(CCCl)CCCl
Furosemide,71,-4.21,2.5899999,330.73999,131.00999,5,0,-0.44999999,-0.54000002,3,5,8,184.19,292.89999,3.7298257,0.00021024999,0.20249999,109388.94,c1cc(oc1)CNc2cc(cc(c2C(=O)O)S(=O)(=O)N)Cl
Hydrochlorothiazide,71,-2.23,-0.070699997,297.73999,135.12,1,0,-0.0726,-0.0858,3,5,8,156.06,237.58,3.2396207,0.0050126398,0.00527076,88649.102,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NCN2
Gemifloxacin,71,-3.4400001,1.04,389.38,121.35,6,0,-1.47,-1.4400001,2,9,11,247.64,358.54001,4.6838813,2.8223999,2.1609001,151616.78,CO/N=C\1/CN(C[C@H]1CN)c2c(cc3c(=O)c(cn(c3n2)C4CC4)C(=O)O)F
Alfacalcidol,71,-6.2600002,8.3100004,400.64001,40.459999,8,1,8.3100004,8.3100004,2,2,4,318.98001,427.13,5.5851345,69.056107,69.056107,160512.42,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
(S)-Albuterol,71,-1.23,1.78,253.28999,89.790001,7,0,-0.72000003,-0.73000002,4,5,9,176.3,271.39001,3.8739655,0.51840001,0.51840001,64155.82,CC(C)(C)NC[C@H](c1ccc(c(c1)C(=O)O)O)O
Phencyclidine,72,-3.4100001,4.8800001,243.39,3.24,2,0,3.1800001,4.0100002,0,1,1,183.84,245.84,3.339081,5.3823996,10.1124,59238.691,c1ccc(cc1)C2(CCCCC2)N3CCCCC3
Rivastigmine,72,-0.97000003,2.1400001,250.34,32.779999,5,0,0.092600003,0.93000001,0,3,3,186.59,282.23001,4.2939701,0.42249995,0.0085747605,62670.113,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C
Diphenhydramine,72,-2.8599999,3.6600001,255.35001,12.47,6,0,1.46,2.29,0,2,2,191.05,270.92001,3.9935472,0.62410003,2.1316001,65203.625,CN(C)CCOC(c1ccccc1)c2ccccc2
Sobrerol,72,-1.26,1.16,170.25,40.459999,3,0,1.16,1.16,2,2,4,132.74001,192.5,2.8204627,1.3455999,1.3455999,28985.063,CC1=CC[C@H](C[C@@H]1O)C(C)(C)O
Paricalcitol,72,-5.5999999,5.8299999,416.64001,60.689999,8,1,5.8299999,5.8299999,3,3,6,326.87,444.26001,5.6657782,33.988899,33.988899,173588.91,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C
Tramadol,72.5,-1.88,2.51,263.38,32.700001,5,0,-0.20999999,0.49000001,1,3,4,199.62,281.85001,3.6132388,0.28089997,0.044099998,69369.023,CN(C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O
Xipamide,73,-4.7600002,2.5,354.81,117.87,4,0,1.3,0.44999999,3,4,7,213.34,326.45999,3.9739907,4.4099994,1.6899998,125890.13,Cc1cccc(c1NC(=O)c2cc(c(cc2O)Cl)S(=O)(=O)N)C
Methylphenobarbital,73,-2.1800001,1.77,246.25999,66.480003,2,0,1.76,1.67,1,3,4,161.89,242.58,3.1222425,3.1329,3.0976,60643.984,CC[C@@]1(C(=O)NC(=O)N(C1=O)C)c2ccccc2
Nateglinide,73,-4.0100002,4.21,317.42001,66.400002,6,0,1.08,0.61000001,2,3,5,225,323.45999,4.7619171,3.9204001,1.1664001,100755.47,CC(C)C1CCC(CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O
Perhexiline,73.5,-4.7600002,6.9499998,277.48999,12.03,4,1,3.8599999,3.9300001,1,1,2,223.97,283.20999,3.8295307,14.822499,14.899599,77000.695,C1CCC(CC1)C(C[C@H]2CCCCN2)C3CCCCC3
Cyclophosphamide,74,-0.81,0.23,261.09,51.380001,5,0,0.23,0.23,1,2,3,164.63,234.28,3.0144551,0.052900001,0.052900001,68167.984,C1CN[P@](=O)(OC1)N(CCCl)CCCl
Sertindole,74,-6.3499999,5.0799999,440.94,40.509998,5,1,2.96,3.8,1,2,3,288.45999,402.10001,5.4632773,5.0625,8.7616005,194428.08,c1cc(ccc1n2cc(c3c2ccc(c3)Cl)C4CCN(CC4)CCN5CCNC5=O)F
Lumiracoxib,74,-4.5599999,3.9000001,293.72,49.330002,4,0,1.63,0.81999999,2,3,5,184.87,271.06,3.7499242,6.7599993,2.6568999,86271.438,Cc1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)F
Amlodipine,74,-5.02,4.1599998,408.88,99.879997,11,0,1.83,2.6400001,2,7,9,278.51001,407.76999,4.2844701,1.5129,3.3489001,167182.86,CCOC(=O)C1=C(NC(=C([C@@H]1c2ccccc2Cl)C(=O)OC)C)COCCN
Anagrelide,75,-3.3,1.13,256.09,44.700001,0,0,1.13,1.13,1,3,4,152.63,215.45,3.1156869,1.2768999,1.2768999,65582.086,c1cc(c(c2c1N=C3NC(=O)CN3C2)Cl)Cl
Amodiaquine,75,-4.7800002,4.77,355.85999,48.389999,7,0,1.96,2.5999999,2,4,6,238.03999,348.54001,4.2239623,2.7888999,3.8416002,126636.33,CCN(CC)Cc1cc(ccc1O)Nc2ccnc3c2ccc(c3)Cl
Moclobemide,75,-1.4400001,0.83999997,268.73999,41.57,4,0,0.27000001,0.70999998,1,3,4,181.10001,260.44,4.1976528,0.36000001,0.072900005,72221.18,c1cc(ccc1C(=O)NCCN2CCOCC2)Cl
Eszopiclone,75,-3.3900001,0.74000001,388.81,91.760002,3,0,0.27000001,0.64999998,0,7,7,242.84,361.62,4.3188963,0.3249,0.072900005,151173.22,CN1CCN(CC1)C(=O)O[C@H]2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl
Guanabenz,75,-3.3900001,2.49,231.08,76.760002,2,0,1.37,2.05,2,4,6,140.97,221.97,3.55755,0.51840001,1.8769,53397.969,c1cc(c(c(c1)Cl)/C=N/N=C(N)N)Cl
Lormetazepam,75,-3.6300001,2.3599999,335.17999,52.900002,2,0,2.3599999,2.3599999,1,3,4,207.85001,303.79001,3.5647314,5.5695996,5.5695996,112345.63,CN1c2ccc(cc2C(=N[C@@H](C1=O)O)c3ccccc3Cl)Cl
Mibefradil,75,-6.3499999,6.9899998,479.63,58.220001,11,1,4.1599998,5.04,1,4,5,343.67999,482.70001,5.755887,11.0224,17.305599,230044.94,CCC(=O)O[C@@]1(CCc2cc(ccc2[C@@H]1C(C)C)F)CC[N@](C)CCCc3[nH]c4ccccc4n3
Dextroamphetamine,75,-1.42,1.8099999,135.21001,26.02,3,0,-1.13,-0.63,1,1,2,101.18,153.17,2.7813866,1.6384,1.2768999,18281.746,C[C@@H](Cc1ccccc1)N
Dolasetron,75,-3.6900001,2.8199999,324.37,62.400002,3,0,2.6300001,2.79,1,4,5,210.60001,287.45001,4.2910323,4,6.9169006,105215.89,c1ccc2c(c1)c(c[nH]2)C(=O)OC3C[C@H]4CC5C[C@@H](C3)N4CC5=O
Oseltamivir,75,-1.8200001,1.49,312.39999,90.650002,9,0,-0.14,0.69,2,5,7,226.03,336.5,4.253334,1.0403999,0.0196,97593.758,CCC(CC)O[C@H]1C=C(C[C@H]([C@@H]1NC(=O)C)N)C(=O)OCC
Levobunolol,75,-2.8900001,2.8599999,291.39001,58.560001,7,0,0.28999999,1.05,2,4,6,212.64999,307.07001,4.7693372,0.022500001,0.084099993,84908.141,CC(C)(C)NC[C@@H](COc1cccc2c1CCCC2=O)O
Nicorandil,75,-1.1,0.72000003,211.17,97.040001,5,0,0.72000003,0.72000003,1,5,6,121.42,208.42999,3.4800844,0.51840001,0.51840001,44592.77,c1cc(cnc1)C(=O)NCCO[N+](=O)[O-]
Rolipram,75,-3.3900001,1.4299999,275.34,47.560001,4,0,1.4299999,1.4299999,1,3,4,187.62,264.47,4.0679884,2.0448999,2.0448999,75812.117,COc1ccc(cc1OC2CCCC2)[C@H]3CC(=O)NC3
Endralazine,75,-2.3499999,-0.20999999,269.29999,83.080002,2,0,-0.25999999,-0.22,2,5,7,172.52,258.98999,3.9607174,0.3249,0.067599997,72522.484,c1ccc(cc1)C(=O)N2CCc3c(c/c(=N/N)/[nH]n3)C2
Folic_acid,75,-3.9300001,-2.46,441.39999,208.99001,9,2,-6.9299998,-7.5599999,6,11,17,262.73001,418.85999,6.3929439,27.248398,48.024899,194833.95,c1cc(ccc1C(=O)N[C@H](CCC(=O)O)C(=O)O)NCc2cnc3c(n2)c(=O)[nH]c(n3)N
Procyclidine,75,-3.1900001,3.9300001,287.44,23.469999,6,0,0.88,1.15,1,2,3,219.50999,290.97,3.8860588,0.68889999,0.7744,82621.758,c1ccc(cc1)[C@@](CCN2CCCC2)(C3CCCCC3)O
Metoclopramide,76,-2.52,2.22,299.79999,67.589996,8,0,-0.60000002,0.037900001,2,4,6,208.53999,317.5,3.7709012,0.72250003,0.36000001,89880.031,CCN(CC)CCNC(=O)c1cc(c(cc1OC)N)Cl
Quinine,76,-3.4000001,3.4000001,324.42001,45.59,5,0,0.80000001,1.5599999,1,4,5,223.97,312.82001,3.9587061,0.1024,0.64000005,105248.34,COc1ccc2c(c1)c(ccn2)[C@@H]([C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)O
Drospirenone,76,-5.9299998,3.1600001,366.48999,43.369999,0,0,3.1600001,3.1600001,0,3,3,264.79001,319.45999,3.9302008,9.9856005,9.9856005,134314.91,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4C6C[C@@H]6[C@@]57CCC(=O)O7)C
3-Ketodesogestrel,76,-4.8499999,4.23,324.45999,37.299999,2,0,4.23,4.23,1,2,3,241.47,314.14999,3.7482605,17.8929,17.8929,105274.29,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
Ambroxol,77,-2.9200001,2.9200001,378.10001,58.279999,5,0,0.69999999,1.53,3,3,6,212.31,293,3.7791173,0.0013395601,0.48999998,142959.61,c1c(cc(c(c1CNC2CCC(CC2)O)N)Br)Br
Famciclovir,77,-3.3699999,-0.67000002,321.32999,122.22,9,0,-0.68000001,-0.67000002,1,8,9,209.57001,329.94,4.3982573,0.54760003,0.46240002,103252.96,CC(=O)OCC(CCn1cnc2c1nc(nc2)N)COC(=O)C
Penciclovir,77,-1.52,-2.03,253.25999,125.76,7,1,-2.03,-2.03,4,7,11,160.17999,253.02,3.5936534,4.1615996,4.1208997,64140.625,c1nc2c(n1CCC(CO)CO)[nH]c(nc2=O)N
Tetracycline,77,-3.4000001,-0.43000001,444.42999,181.62,7,2,-2.6300001,-3.25,6,9,15,278.17001,422.47,4.2402492,5.8564005,6.9169006,197518.02,C[C@]1(c2cccc(c2C(=C3[C@H]1C[C@H]4[C@@H](C(=C(C(=O)[C@]4(C3=O)O)C(=O)N)O)N(C)C)O)O)O
Ethambutol,77,0.38999999,-0.052900001,204.31,64.519997,11,0,-3,-2.3299999,4,4,8,160.17999,237.91,3.9574103,12.6025,9,41742.574,CC[C@H](CO)NCCN[C@H](CC)CO
Bromhexine,77.5,-4.3699999,5.0799999,376.13,29.26,4,1,3.1300001,3.97,1,2,3,218.49001,301.59,3.6212955,5.5224996,9.7969007,141473.78,C[N@](Cc1cc(cc(c1N)Br)Br)C2CCCCC2
Dexamethasone,78,-3.9400001,1.87,392.45999,94.830002,5,0,1.87,1.87,3,5,8,267.88,372.16,3.890929,3.4969001,3.4969001,154024.84,C[C@@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
Urapidil,78,-2.7,2.28,387.48001,68.360001,7,0,-0.25,0.18000001,1,6,7,271.31,394.85001,5.7343345,0.84640002,0.0625,150140.77,Cn1c(cc(=O)n(c1=O)C)NCCCN2CCN(CC2)c3ccccc3OC
Nitrazepam,78,-3.55,2.1800001,281.26999,87.279999,2,0,2.1800001,2.1800001,1,4,5,172.52,262.92999,3.5069332,4.7524004,4.7524004,79112.805,c1ccc(cc1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-]
Fenbufen,78,-3.47,3.1300001,254.28,54.369999,5,0,1.1900001,0.34,1,3,4,164.98,249.08,4.084199,4.5796003,1.4161001,64658.316,c1ccc(cc1)c2ccc(cc2)C(=O)CCC(=O)O
Phenylbutyrate,78,-2.03,2.4200001,164.2,37.299999,4,0,0.67000002,-0.19,1,2,3,112.84,170.59,3.1791461,2.5600002,0.44890001,26961.639,c1ccc(cc1)CCCC(=O)O
Pizotyline,78,-4.79,6.1199999,295.44,31.48,0,1,3.6900001,4.4899998,0,1,1,214.03,283.57001,3.6897445,9.9856005,13.6161,87284.797,CN1CCC(=C2c3ccccc3CCc4c2ccs4)CC1
Hydroxyurea,79,1.11,-1.8,76.050003,75.349998,1,0,-1.8,-1.8,3,2,5,37.720001,83.989998,1.7351381,3.2399998,3.2399998,5783.603,C(=O)(N)NO
Glibenclamide,80,-5.29,3.75,494,121.98,7,0,1.9299999,1.78,3,5,8,315.20999,453.91,6.3231487,6.4008999,3.7248998,244036,COc1ccc(cc1C(=O)NCCc2cccc(c2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl
Hydroxyzine,80,-1.97,2.03,374.89999,35.939999,9,0,1.8200001,2,1,4,5,263.07999,368.32999,4.9729071,1.3688999,3.3124001,140550,c1ccc(cc1)[C@H](c2ccc(cc2)Cl)N3CCN(CC3)CCOCCO
Zopiclone,80,-3.3900001,0.74000001,388.81,91.760002,3,0,0.27000001,0.64999998,0,7,7,236.32001,361.62,4.2394505,0.3249,0.072900005,151173.22,CN1CCN(CC1)C(=O)O[C@H]2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl
Ticlopidine,80,-3.79,3.77,263.79001,31.48,2,0,3.0799999,3.5999999,0,1,1,178.7,241.39,3.5507772,4.7524004,9.4863997,69585.172,c1ccc(c(c1)C[N@]2CCc3c(ccs3)C2)Cl
Mefloquine,80,-3.3299999,2.8699999,378.31,45.150002,3,0,-0.0535,0.47,2,3,5,220.89,314.41,3.869648,0.044099998,0.00286225,143118.45,c1cc2c(cc(nc2c(c1)C(F)(F)F)C(F)(F)F)[C@@H]([C@@H]3CCCCN3)O
Leflunomide,80,-3.5999999,1.95,270.20999,55.130001,2,0,1.95,1.95,1,2,3,151.60001,238.05,3.9389729,3.8025002,3.8025002,73013.438,Cc1c(cno1)C(=O)Nc2ccc(cc2)C(F)(F)F
Citalopram,80,-4.0599999,2.51,324.39001,36.259998,5,0,-0.27000001,0.38999999,0,3,3,224.66,325.76999,4.0614405,0.29160002,0.072900005,105228.88,CN(C)CCC[C@@]1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F
Escitalopram,80,-4.3800001,3.26,323.39999,12.47,5,0,0.47,1.12,0,2,2,229.8,320.5,4.1609163,0.040000003,0.2209,104587.55,CN(C)CCC[C@]1(c2ccc(cc2CO1)C#C)c3ccc(cc3)F
Flunitrazepam,80,-3.8099999,1.25,313.28,78.489998,2,0,1.25,1.25,0,4,4,189.33,293.44,3.6158473,1.5625,1.5625,98144.359,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)[N+](=O)[O-]
Trimethobenzamide,80,-2.5899999,1.85,388.45999,69.260002,10,0,-0.23999999,0.60000002,1,6,7,270.28,408.89001,6.0152564,0.92159998,0.057599999,150901.17,CN(C)CCOc1ccc(cc1)CNC(=O)c2cc(c(c(c2)OC)OC)OC
Cycloserine,80,0.88999999,-1.84,102.09,64.349998,1,0,-1.9400001,-1.85,2,3,5,61.73,99.5,1.9151548,5.7121005,3.7636001,10422.367,C1[C@H](C(=O)NO1)N
Hydrocodone,80,-2.99,1.83,299.35999,38.77,1,0,-0.16,0.68000001,0,4,4,203.39,271.64999,3.5259564,0.86489999,0.025599999,89616.398,C[N@@]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)OC
Isoniazid,80,-0.0031000001,-0.88999999,137.14,68.010002,2,0,-0.88999999,-0.88999999,2,3,5,84.029999,142.37,2.6551886,0.79209995,0.79209995,18807.379,c1cnccc1C(=O)NN
Misoprostol,80,-3.5999999,2.9100001,382.53,83.830002,16,0,2.9100001,2.9100001,2,5,7,284.67999,414.20999,5.2143693,8.4681005,8.4681005,146329.2,CCCC[C@@](C)(C/C=C\[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O
Etofylline,80,-0.15000001,-0.55000001,224.22,78.669998,3,0,-0.55000001,-0.55000001,1,4,5,140.28,228.21001,3.2647896,0.30250001,0.30250001,50274.609,Cn1c2c(c(=O)n(c1=O)C)n(cn2)CCO
Pentobarbital,80,-2.6300001,2.05,226.27,75.269997,4,0,2.04,1.9299999,2,3,5,156.06,236.27,2.9329417,4.2024999,4.1615996,51198.113,CCC[C@@H](C)C1(C(=O)NC(=O)NC1=O)CC
Ethanol,80,0.60000002,-0.19,46.07,20.23,1,0,-0.19,-0.19,1,1,2,37.040001,64.779999,1.4975388,0.0361,0.0361,2122.4448,CCO
Torasemide,80,-3.8099999,3.52,348.42001,108.57,4,0,1.55,1.53,3,5,8,217.11,332.76001,4.210021,2.9929001,2.4024999,121396.51,Cc1cccc(c1)Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C
Modafinil,80,-2.47,1.17,273.35001,79.370003,5,0,1.17,1.17,1,2,3,175.95,263.47,3.6343369,1.3688999,1.3688999,74720.227,c1ccc(cc1)C(c2ccccc2)[S@](=O)CC(=O)N
dOTC,80,-1.46,-1.35,229.25999,113.45,3,0,-1.35,-1.35,2,6,8,141.64999,214.45,3.4944332,1.8225001,1.8225001,52560.145,c1cn(c(=O)nc1N)[C@H]2CO[C@@H](S2)CO
Ethionamide,80,-1.59,1.22,166.24001,71,2,0,1.22,1.22,1,2,3,112.16,177.36,2.961138,1.4641001,1.4884001,27635.74,CCc1cc(ccn1)C(=S)N
Anastrozole,80,-3.4300001,0.97000003,293.37,78.290001,4,0,0.97000003,0.97000003,0,4,4,209.57001,328.97,3.7839458,0.94090003,0.94090003,86065.953,CC(C)(C#N)c1cc(cc(c1)C(C)(C)C#N)Cn2cncn2
Trazodone,81,-3.76,1.66,371.85999,42.389999,5,0,1.38,1.61,0,4,4,246.95,345.23999,5.269012,0.44890001,1.9044,138279.84,c1ccn2c(c1)nn(c2=O)CCCN3CCN(CC3)c4cccc(c4)Cl
Guanfacine,81,-2.99,1.61,246.09,81.470001,3,0,1.58,1.6,2,4,6,149.2,236.44,3.2204607,1.9599999,2.4964001,60560.285,c1cc(c(c(c1)Cl)CC(=O)N=C(N)N)Cl
Piroximone,81,-2.5,2.1400001,217.22,71.089996,3,0,2.1400001,2.1400001,2,3,5,135.82001,211.03999,3.3230901,4.5796003,4.5796003,47184.527,CCc1c([nH]c(=O)[nH]1)C(=O)c2ccncc2
Sulfamerazine,81,-2.6300001,0.34,264.29999,106.35,2,0,0.28,-0.0055200001,2,5,7,160.52,247.11,3.7884841,0.1156,0.078400001,69854.484,Cc1ccnc(n1)NS(=O)(=O)c2ccc(cc2)N
Lansoprazole,81,-4.8699999,2.76,369.35999,87.080002,5,0,2.76,2.76,1,4,5,216.42999,325.14001,4.8508515,7.5625,7.6176,136426.8,Cc1cnc(cc1OCC(F)(F)F)C[S@@](=O)c2[nH]c3ccccc3n2
Chloramphenicol,82,-2.48,1.02,323.13,115.38,8,0,1.02,1.02,3,5,8,191.73,297.75,3.4151204,1.0403999,1.0403999,104413,c1cc(ccc1[C@@H]([C@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
Terodiline,82,-3.8399999,4.1700001,281.44,12.03,6,0,1.12,1.38,1,1,2,220.53999,307.73999,3.8325839,1.1449001,1.2544,79208.477,C[C@@H](CC(c1ccccc1)c2ccccc2)NC(C)(C)C
Mepindolol,82,-2.0999999,2.4300001,262.35001,57.279999,7,0,-0.20999999,0.51999998,3,3,6,190.02,275.12,4.1675553,0.36000001,0.044099998,68827.523,Cc1cc2c([nH]1)cccc2OC[C@H](CNC(C)C)O
Stavudine,82,-1.35,-0.81,223.23,88.150002,3,0,-0.81,-0.81,2,5,7,142.34,221.22,3.3853331,0.65609998,0.65609998,49831.633,Cc1cn(c(=O)nc1N)[C@@H]2C=C[C@@H](O2)CO
Prednisolone,82,-3.45,1.49,360.44,94.830002,5,0,1.49,1.49,3,5,8,253.47,346.5,3.8117421,2.2200999,2.2200999,129916.99,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O
Methylprednisolone,82,-3.75,1.99,374.47,94.830002,5,0,1.99,1.99,3,5,8,263.76001,364.04999,3.8681564,3.9600999,3.9600999,140227.78,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
Desipramine,82.5,-4.2199998,4.1300001,266.38,15.27,4,0,1.11,1.4299999,1,2,3,192.75999,268.28,3.8412752,1.0816,1.2321,70958.305,CNCCCN1c2ccccc2CCc3c1cccc3
Ceftibuten,82.5,-3.4000001,-0.95999998,410.42001,216.46001,6,2,-5.5900002,-5.6900001,4,9,13,240.44,369.35001,4.3259506,25,31.248102,168444.59,c1c(nc(s1)N)/C(=C/CC(=O)O)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=CCS3)C(=O)O
Flurazepam,83,-4.7600002,4.04,387.88,35.91,6,0,1.14,1.6900001,0,3,3,259.64999,376.75,4.3438816,0.94090003,1.2996,150450.89,CCN(CC)CCN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl
Dexfenfluramine,83,-2.48,3.05,231.25999,12.03,4,0,0.0385,0.40000001,1,1,2,155.72,224.06,3.6602221,0.0018147599,0.0014822499,53481.184,CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F
Procainamide,83,-1.5,1.1,235.33,58.360001,7,0,-1.76,-1.1799999,2,3,5,171.49001,261.95001,4.3772173,3.8809001,3.0976,55380.211,CCN(CC)CCNC(=O)c1ccc(cc1)N
N-acetylprocainamide,83,-1.71,1.29,277.35999,61.439999,7,0,-1.5599999,-0.94999999,2,3,5,197.56,301.25,4.3910356,3.1683998,2.4335997,76928.563,CCN(CC)CCNC(=O)c1ccc(cc1)NC(=O)C
Abacavir,83,-4.2199998,0.72000003,286.32999,101.88,4,0,0.37,0.66000003,3,6,9,186.92999,270.51999,4.093873,0.16000001,0.13690001,81984.859,c1nc2c(nc(nc2n1[C@@H]3C[C@@H](C=C3)CO)N)NC4CC4
Pirmenol,83,-2.8199999,3.45,338.48999,36.360001,7,0,0.52999997,1.0599999,1,3,4,247.64,347.92999,4.3988132,0.084099993,0.28089997,114575.48,C[C@@H]1CCC[C@@H](N1CCC[C@](c2ccccc2)(c3ccccn3)O)C
Valdecoxib,83,-3.6199999,1.71,314.35999,94.57,3,0,1.7,1.7,1,3,4,193.45,288.25,3.9117925,2.9241002,2.8900001,98822.203,Cc1c(c(no1)c2ccccc2)c3ccc(cc3)S(=O)(=O)N
Pioglitazone,83,-4.04,2.6400001,370.47,93.589996,8,0,2.5999999,2.6400001,1,5,6,243.87,358.67999,5.8448954,5.4288998,6.7599993,137248.02,CCc1ccc(nc1)CCOc2ccc(cc2)C[C@]3(CNC(=O)S3)C=O
Bromazepam,84,-2.8900001,2.0599999,316.14999,54.349998,1,0,2.0599999,2.0599999,1,3,4,180.75999,258.25,3.437495,4.2435999,4.2435999,99950.82,c1ccnc(c1)C2=NCC(=O)Nc3c2cc(cc3)Br
Flucytosine,84,-0.40000001,-1.78,129.09,67.480003,0,0,-1.78,-1.78,2,3,5,68.25,121.84,2.2238717,3.1683998,3.1683998,16664.227,c1c(c(nc(=O)[nH]1)N)F
Milnacipran,84,-2.1500001,3.4400001,244.38,29.26,7,0,-0.61000001,-0.25,1,2,3,190.02,266.26999,3.3863456,0.42249995,0.37210003,59721.586,CCN(CC)C(=C)[C@]1(C[C@H]1CN)c2ccccc2
Saccharin,84,-2.0799999,0.91000003,183.17999,71.620003,0,0,-1.09,-1.09,1,3,4,105.64,148.07001,2.5503948,1.1664001,1.1881001,33554.91,c1ccc2c(c1)C(=O)NS2(=O)=O
Norfenfluramine,85,-2.1500001,2.3800001,203.2,26.02,3,0,-0.5,0.079599999,1,1,2,131.02,193.36,3.1454754,0.4761,0.25,41290.238,C[C@H](Cc1cccc(c1)C(F)(F)F)N
Diflunisal,85,-4.23,4.4400001,250.2,57.529999,3,0,1.3,1.29,2,3,5,145.77,221.86,3.4976721,2.0163999,1.6899998,62600.039,c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O
Rufinamide,85,-2.22,0.052299999,238.19,73.800003,3,0,0.052299999,0.052299999,1,3,4,137.19,217.71001,3.4047875,0.00273529,0.00273529,56734.477,c1cc(c(c(c1)F)Cn2cc(nn2)C(=O)N)F
Protriptyline,85,-3.9400001,5.0599999,263.38,12.03,4,1,2,2.21,1,1,2,196.53,264.72,3.8810577,3.8416002,4,69369.023,CNCCCC1c2ccccc2C=Cc3c1cccc3
Aprindine,85,-5.1700001,5.77,322.48999,6.48,8,1,2.6700001,3.0599999,0,2,2,240.78,336.17001,4.1247969,5.1528997,7.1289005,103999.8,CCN(CC)CCCN(c1ccccc1)C2Cc3ccccc3C2
Oxyfedrine,85,-2.97,2.9100001,313.39001,58.560001,9,0,1.21,2.04,2,4,6,221.23,320.75,4.1486554,0.12249999,1.4641001,98213.305,C[C@H]([C@@H](c1ccccc1)O)NCCC(=O)c2cccc(c2)OC
Betaxolol,85,-2.5799999,2.6900001,307.42999,50.720001,12,0,0.083899997,0.83999997,2,4,6,230.14999,319.95001,5.4324646,0.10890001,0.0070392094,94513.203,CC(C)NC[C@H](COc1ccc(cc1)CCOCC2CC2)O
Guanadrel Sulfate,85,-1.92,0.50999999,213.28,82.860001,2,0,-1.49,-1.49,2,5,7,151.25999,219.11,3.7400975,2.2200999,2.2200999,45488.359,C1CCC2(CC1)OC[C@H](O2)CN=C(N)N
Indobufen,85,-3.96,3.3,295.32999,57.610001,4,0,1.26,0.41999999,1,3,4,193.10001,283.48001,4.6463456,4.9284,1.5876,87219.805,CC[C@H](c1ccc(cc1)N2Cc3ccccc3C2=O)C(=O)O
Levosimendan,85,-4.0799999,1.02,280.28,113.43,3,0,0.091600001,-0.57999998,2,6,8,174.24001,282.85001,4.1562476,0.59289998,0.0083905598,78556.875,C[C@@H]1CC(=O)NN=C1c2ccc(cc2)NN=C(C#N)C#N
